'of he' | In regular: 95 | In spam: 51 | logProbRegular: -4.545867 | logProbSpam: -5.535635
'neurosciece socieies' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'socieies fens' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fens has' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bee esablished' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'advace research' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ad educaio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'euroscieces all' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'all europea' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'europea aioal' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'aioal eurosciece' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'eurosciece socieies' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'socieies ad' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ad mos' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'oher socieies' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he euroscieces' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'euroscieces are' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'are members' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fens fens' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fens publishes' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'publishes he' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'europea joural' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'orgaizes bieial' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bieial meeigs' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'meeigs ad' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fens wier' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'wier ad' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ad summer' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'summer schools' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'this message' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'was se' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'se by' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'receive ay' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ay furher' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'furher messages' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'forum please' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'from mbulacuairugl' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'localhos bulaculocalhos\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bulacu owed' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'saf bierjes' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bierjes voor' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'voor allemaal\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'dear colleagues\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'am very' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'very happy' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'you all' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'all for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bierje oday' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'oday wedesday' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'the locaio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'locaio is' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he coffie' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'coffie corer' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'corer where' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'where mos' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'celebraios ake' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ake place\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'the happy' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'happy occasio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'occasio is' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'is caused' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'caused by' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he fac' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fac ha' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'very impora' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'impora paper' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'wrie by' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'by lamber' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'lamber ad' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ad myself' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'myself was' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'was acceped' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'acceped for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'for publicaio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'joural ieee' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ieee trasacios' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'aalysis ad\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'machie ielligece' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ielligece pami\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'to da\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'from sudcieairugl' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'sudcieairugl wed' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'reurpah sudcieairugl\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'localhos sudcielocalhos\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'from sudcieairugl\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'to marius' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'subjec re' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
're all' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'all ecursie' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ecursie philips\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'of course' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'course ha' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'will le' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'kow afer' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'afer december' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'wheher your' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'your paricipaio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'paricipaio is' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'assured because' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'because we' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'draw bewee' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he paricipas' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'paricipas whe' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'eceeds he' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'de sudcie\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bulacu wroe\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'dear orgaizers\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'is marius' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bulacu ad' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'sude aio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ki rug\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'come wih' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'philips if' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'if ha' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'le me' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'me have' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'have furher' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'furher deails\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'vheiemamdcberlide fri' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fri dec' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'subjec deadlie' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'deadlie eesio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'for kizbuhel' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'dear colleague\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'for proposals' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'proposals for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he fensherie' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fensherie wier' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'wier school' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'eeded o\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'forms for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'for school' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'school proposal' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'proposal ad' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'oher iformaio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'iformaio cocerig' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he school' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'school ca' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fens websie' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'websie hpfesmdcberlideschoolsphp\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'sed proposals' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'karoliska isiue\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'of fens' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'fens school' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'school commiee\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'cmalmamedrugl mo' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'to ibgmedmailmedrugl\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'subjec reques' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'reques for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'for absrac' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'absrac websie\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'cc dhkoopmans' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'rob visser' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'visser robvissermedrugl\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'dear all\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ew websie' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'websie of' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'of bcn' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'bcn are' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'of phdabsracs' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he phd' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'phd absracs' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'absracs are' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'are meioed\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ask you' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'your absrac' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'absrac for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'as possible\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'case you' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'oe se' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'he poserpreseaio' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'poserpreseaio ha' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'suiable for' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'websie le' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'us kow' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ha ha' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ha absrac' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'absrac ca' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'diaa dhkoopmasmedrugl\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'tiie alma\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'isiue ediors' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ediors heisiueieeeorg\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'ediors of\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'always be\n' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'free persoal' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'of solidworks' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'solidworks sofware' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'sofware eroll' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
'eroll oday' | In regular: 1 | In spam: 0 | logProbRegular: -9.099744 | logProbSpam: -11.197530
